job_id,job_type,job_text,rank,resume_index,score,resume_domain,resume_preview
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",1,19,0.55847734,Banking,"MBA, Human Resource Management – University of Phoenix; BBA, Computer Information Systems – Northeast Louisiana University; AAS, Process Technology – Louisiana Delta Community College. SAP, Lotus Notes, MS Access/Excel/Word/PowerPoint, reporting, automation testing, data tracking, staff scheduling, "
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",2,78,0.54430556,Finance,"Business/Marketing and Business Administration coursework—Coeur d’Alene High School (1985), North Idaho College (1987), Trend Business College (Honors). 15+ years in F&I; menu selling (VSC, maintenance, aftermarket); credit analysis, loan packaging, e-contracting, titling/DMV, compliance; CRM/databa"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",3,233,0.530702,Apparel,"B.A. International Business, Salem College (2002); Advertising Degree, Catholic Univ. of Manizales, Colombia (1997). Franchise and retail management, marketing strategy, cost control, QuickBooks, Excel, bilingual (Spanish/English), leadership, training, and brand development. Reduced receivables by "
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",4,144,0.51814634,ACCOUNTANT,"B.S., Business Administration—Accounting, University of Cincinnati (1974). Full-cycle accounting; job costing; GL, AP/AR, and reporting; Peachtree (Sage 50) implementation; systems setup (LAN, website); procedure improvement; CPA; stakeholder communication; small/medium-business support. Accountant "
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",5,34,0.5120965,Banking,"B.E., Electronics & Communication, Easwari Engineering College (2010). Certifications/Training: ITIL ASM Basic (2011, RTB Business Academy); Windows & Web App Development using .NET (2010, NIIT). C#/.NET 3.5, ASP.NET 2.0/3.5, PL/SQL, SQL Server 2008, Oracle 9i, HTML4/CSS2/JS, AJAX. Tools: BusinessOb"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",6,234,0.50779057,Apparel,"B.S. Business Administration, Eastern Nazarene College; Certified Legal Assistant, Burdett Business School. Vendor compliance, QA, product integrity, call center and sales management, budgeting, billing, payroll, and leadership. Saved $400K annually through compliance policy; increased sales 325%; l"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",7,220,0.5069822,Apparel,"Certificate in Marketing, Temple Real Estate School; studied Marketing at Virginia Union University. Customer service, fashion sales, team training, workflow management, MS Office, Outlook, Excel, Word, inventory, cash handling, real estate, leadership, quality focus. Key Holder since 2012; trained "
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",8,136,0.5055831,ACCOUNTANT,"Computer Applications Specialist Certificate, Martinez Adult Education—Business Training Center (2008). AR/AP, cash applications (ACH/lockbox/CC/check), bank reconciliations, commissions reporting, credit checks, positive pay, inventory/sales reporting, customer service; QuickBooks Enterprise, MS Ex"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",9,249,0.49605066,Apparel,"B.S. in Information Systems, Northeastern University. Additional coursework: SAS Business Intelligence Tools (SAS Training Center, NY); Windows NT Administration (New Horizons, MA); Solaris Fundamentals (Sun Microsystems); Software Design & Development and Emerging Technologies (Boston University/Ma"
dataset_6,dataset,"1806/03 Sales Manager **Requirements:**
•⠀Experience in IT sales 1+ year
•⠀Generic understanding of IT technologies and Software Development process
•⠀Knowledge of sales techniques, sales markets
•⠀Good communication and negotiation skills
•⠀Fluent written and good spoken English

**We offer:",10,46,0.4954594,Banking,"M.S., Information Systems Management — Coleman University. MBA (Marketing) — Symbiosis International University. Partner/channel revenue growth; SaaS deployments/renewals; Oracle SQL, Salesforce, SAP R/3, SPSS, MS Excel/PowerPoint/Project, Visio; English/Spanish; multiple “Thanks” awards (HSBC); CSR"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",1,264,0.44673836,Research Assistant,"PhD Student in Mechanical & Robotics Engineering, University of Toronto (2024–28); MSc in Neuroscience, Carleton University (2022–24, GPA 3.8) Skilled in Robotics, Neuroscience, Project Mgmt, User Experience Design, Data Analysis, AI, Jupyter. IBET Momentum Fellow, Junior Fellow at Massey College. W"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",2,257,0.38333604,Research Assistant,"B.Sc. in Computer Science & Engineering (2020–2025), Bangladesh; CGPA 3.43/4.0. Coursework: Software Engineering, System Analysis, Software Development Skilled in Figma, Adobe Creative Suite, Framer Motion, HTML, CSS, JavaScript. Expertise in UX research, prototyping, usability testing, and responsi"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",3,274,0.31439608,Research Assistant,"M.Sc. in Computer Science, Missouri Univ. of Science & Technology (2025–); B.Sc. in CSE, Khulna Univ. of Engineering & Technology (CGPA 3.51/4.0, 2022) Skilled in Java, Spring Boot, REST APIs, PostgreSQL, Python, and Deep Learning. Publications: Expert Systems with Applications (2022) on Bangla Sign"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",4,290,0.31339303,Research Assistant,"B.Eng. in Mechanical Engineering, Manipal International University (CGPA 3.30/4.0, 2015–20); HSC, Hazi Muhammad Mohsin College (GPA 5.00, 2012) Skilled in SolidWorks, Magmasoft, Mold Design, Product Simulation, and Quality Management. Certified SolidWorks Professional in Mold Making, Sheet Metal, Su"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",5,256,0.30997473,Research Assistant,"M.Sc. in Computer Science, University of Manitoba (2025–27); B.Sc. in CSE, Chittagong University of Engineering & Technology (CGPA 3.91/4.0, 2nd position) Skilled in ReactJS, PHP, MySQL, TensorFlow, Keras, Scikit-learn. IEEE author — paper on Deep Learning–based cricket video action categorization ("
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",6,261,0.3091643,Research Assistant,"B.Sc. in Software Engineering, Shahjalal University of Science & Technology (2018–2023), CGPA 3.63/4.0; HSC, Notre Dame College (2017), GPA 5.00 Skilled in Java, Python, Django, Spring, SQL, Vue, Angular, Docker, CI/CD, RabbitMQ. Published “Verse-Based Emotion Analysis of Bengali Music” (IJCDS 2024)"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",7,49,0.30256873,Banking,"MBA, UCLA Anderson (2002); BE, Thapar Univ. (1993); MIT (2016, exec/advanced tech coursework). Lead 50+ across 25 apps; Agile/Scrum rollout; Jira at scale; APM (Splunk/AppDynamics) MTTR↓; AWS cloud-native (12-factor, EBS, RDS, SNS, Lambdas); DevOps/CI/CD (Git, Jenkins, SonarQube); DevSecOps (Veracod"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",8,243,0.299832,Apparel,"B.F.A. Industrial Design, College of Creative Studies Detroit (GPA 3.36); Summer Courses in Design, Monroe Community College Rochester (GPA 3.6). Product development, 3D modeling, concept sketches, apparel design, prototype creation, project management, Rhino, Alias, Hypershot, Keyshot, Adobe Photos"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",9,34,0.2985934,Banking,"B.E., Electronics & Communication, Easwari Engineering College (2010). Certifications/Training: ITIL ASM Basic (2011, RTB Business Academy); Windows & Web App Development using .NET (2010, NIIT). C#/.NET 3.5, ASP.NET 2.0/3.5, PL/SQL, SQL Server 2008, Oracle 9i, HTML4/CSS2/JS, AJAX. Tools: BusinessOb"
dataset_82,dataset,"2D-, 3D-Animator position Onlyplay is a fast-growing gaming product development company. Our team develops high-quality games to launch them on popular platforms.

We are inspired by new ideas and bring trends to the gaming world. For the coming years, we face serious goals and many interesting ta",10,227,0.29544556,Apparel,"B.A. International Studies, Queen’s University (2013). PR, influencer and event strategy; content creation; Adobe; analytics (Google Analytics, SEO, ROI); social platform management; press releases; product marketing; scaled IG from 180k→2.2M; currently oversee 6M+ followers; celebrity/stylist partn"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",1,34,0.44392273,Banking,"B.E., Electronics & Communication, Easwari Engineering College (2010). Certifications/Training: ITIL ASM Basic (2011, RTB Business Academy); Windows & Web App Development using .NET (2010, NIIT). C#/.NET 3.5, ASP.NET 2.0/3.5, PL/SQL, SQL Server 2008, Oracle 9i, HTML4/CSS2/JS, AJAX. Tools: BusinessOb"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",2,251,0.4381633,Research Assistant,"B.Sc. in CSE, Chittagong University of Engineering & Technology (GPA 3.83/4, 7th position); HSC, Rajuk Uttara Model College (5.00/5.00); SSC, Uttara High School & College (5.00/5.00) Skilled in Python, C/C++, Java, ML/DL (TensorFlow, PyTorch), NLP; 800+ solved problems; published in EMNLP, NAACL, AC"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",3,258,0.4304887,Research Assistant,"B.Sc. in Computer Science & Engineering, Bangladesh University of Engineering and Technology (2017–2022), CGPA 3.80/4.00, Major CGPA 3.95/4.00 Skilled in Python, C++, TypeScript, FastAPI, React, Node, Docker, Kubernetes, GCP, Terraform, CI/CD. Top 4% Codeforces (900+ solves). 9th in ICPC Asia Dhaka "
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",4,257,0.42515653,Research Assistant,"B.Sc. in Computer Science & Engineering (2020–2025), Bangladesh; CGPA 3.43/4.0. Coursework: Software Engineering, System Analysis, Software Development Skilled in Figma, Adobe Creative Suite, Framer Motion, HTML, CSS, JavaScript. Expertise in UX research, prototyping, usability testing, and responsi"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",5,49,0.415879,Banking,"MBA, UCLA Anderson (2002); BE, Thapar Univ. (1993); MIT (2016, exec/advanced tech coursework). Lead 50+ across 25 apps; Agile/Scrum rollout; Jira at scale; APM (Splunk/AppDynamics) MTTR↓; AWS cloud-native (12-factor, EBS, RDS, SNS, Lambdas); DevOps/CI/CD (Git, Jenkins, SonarQube); DevSecOps (Veracod"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",6,274,0.40982062,Research Assistant,"M.Sc. in Computer Science, Missouri Univ. of Science & Technology (2025–); B.Sc. in CSE, Khulna Univ. of Engineering & Technology (CGPA 3.51/4.0, 2022) Skilled in Java, Spring Boot, REST APIs, PostgreSQL, Python, and Deep Learning. Publications: Expert Systems with Applications (2022) on Bangla Sign"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",7,41,0.39908487,Banking,"High School Diploma, Juan Pablo Duarte (2003). AS/400 admin; RPGLE/ILE, COBOL/400, CL/400; SQL/Query; QA tools; SharePoint/ClearQuest; ITIL; IPC (Incident/Problem/Change) processes; core banking security, backups, migration/upgrade; team leadership, budgeting, scheduling; implemented Fiserv core ban"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",8,249,0.39273217,Apparel,"B.S. in Information Systems, Northeastern University. Additional coursework: SAS Business Intelligence Tools (SAS Training Center, NY); Windows NT Administration (New Horizons, MA); Solaris Fundamentals (Sun Microsystems); Software Design & Development and Emerging Technologies (Boston University/Ma"
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",9,278,0.39221802,Research Assistant,"Ph.D. in Computer Science, Louisiana Tech University (2025–); B.Sc. in Computer Science & Engineering, Khulna Univ. of Engineering & Technology (2017–2023) Skilled in Android Development, .NET Framework, C#, and software design. Certified in C# Best Practices (LinkedIn, 2024). Experienced in mobile "
dataset_24,dataset,"1.Middle/Senior Embedded C/C++ The CHI team is looking for a Middle/Senior Embedded C/C++

About the client:
The leading global supplier of embedded and connected software for the automotive industry.
Client`s company develops the award-winning iGO Navigation Engine, which is flexible, designed fo",10,261,0.39126095,Research Assistant,"B.Sc. in Software Engineering, Shahjalal University of Science & Technology (2018–2023), CGPA 3.63/4.0; HSC, Notre Dame College (2017), GPA 5.00 Skilled in Java, Python, Django, Spring, SQL, Vue, Angular, Docker, CI/CD, RabbitMQ. Published “Verse-Based Emotion Analysis of Bengali Music” (IJCDS 2024)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",1,4,0.43949348,Banking,"M.S. Computer Engineering, University of Missouri–Columbia (2016), GPA 3.46; Graduate Research Assistant. B.S. Finance & Banking, University of Missouri–Columbia (2013), Minor in Mathematics; VP, Chinese Business Student Association. C/C++, Python, MATLAB, SQL, R, LUA, VBA; ML (supervised/unsupervis"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",2,48,0.37786368,Banking,"MBA, St. Mary’s College of California (2012). BS, Management Science, University of California (2004). BS, General Biology, University of California (2004). FP&A, P&L/BS forecasting, Essbase, Excel/VBA, SQL, Access, budgeting, variance/trend analysis, risk/pricing analytics, automation, stress testi"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",3,261,0.34656286,Research Assistant,"B.Sc. in Software Engineering, Shahjalal University of Science & Technology (2018–2023), CGPA 3.63/4.0; HSC, Notre Dame College (2017), GPA 5.00 Skilled in Java, Python, Django, Spring, SQL, Vue, Angular, Docker, CI/CD, RabbitMQ. Published “Verse-Based Emotion Analysis of Bengali Music” (IJCDS 2024)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",4,295,0.33924198,Research Assistant,"B.Sc. in Computer Science & Engineering, East West University (2020–25, First Class); HSC in Science, Satkhira Govt. College (2019) Skilled in Python, TensorFlow, PyTorch, Hugging Face, NLP, ML, DL, RAG, and Data Analysis. Developed BanglaFinGPT (finance LLM). Best Paper, ICDMIS 2024 (Springer LNNS)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",5,254,0.33129805,Research Assistant,"B.Sc. in CSE, East West University (2017–2022); specialized in ML, NLP, Data Mining, and Computer Vision; thesis on Bengali social media sentiment classification Expert in Python, SQL, C++, ML/DL (PyTorch, TensorFlow), NLP, CV, Explainable AI. Published 15+ IEEE papers; 6 Best Paper Awards (2023–24)"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",6,249,0.32556063,Apparel,"B.S. in Information Systems, Northeastern University. Additional coursework: SAS Business Intelligence Tools (SAS Training Center, NY); Windows NT Administration (New Horizons, MA); Solaris Fundamentals (Sun Microsystems); Software Design & Development and Emerging Technologies (Boston University/Ma"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",7,291,0.3200123,Research Assistant,"M.Sc. in EEE (2025–26) & B.Sc. in EEE (2019–24), Chittagong Univ. of Engineering & Technology; coursework in photonics, COMSOL & signal processing Skilled in ML, signal processing, COMSOL, Lumerical FDTD, SQL & data analysis. Research on AI-driven cardiac detection & solar energy optimization. Champ"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",8,275,0.3190277,Research Assistant,"Ph.D. in Computer Science, Univ. of Texas at El Paso (2025–); B.Sc. in CSE, Shahjalal Univ. of Science & Tech (2019–24, CGPA 3.81/4, Distinction) Skilled in ML, AI, ReactJS, Python, TensorFlow, and QA. Published “Road Object Detection for Visually Impaired People in Bangladesh” (Springer, 2024). Ran"
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",9,19,0.3186755,Banking,"MBA, Human Resource Management – University of Phoenix; BBA, Computer Information Systems – Northeast Louisiana University; AAS, Process Technology – Louisiana Delta Community College. SAP, Lotus Notes, MS Access/Excel/Word/PowerPoint, reporting, automation testing, data tracking, staff scheduling, "
custom_0,custom,"
Looking for a data analyst with Python, SQL, data visualization,
machine learning, and statistics experience.
",10,256,0.3117752,Research Assistant,"M.Sc. in Computer Science, University of Manitoba (2025–27); B.Sc. in CSE, Chittagong University of Engineering & Technology (CGPA 3.91/4.0, 2nd position) Skilled in ReactJS, PHP, MySQL, TensorFlow, Keras, Scikit-learn. IEEE author — paper on Deep Learning–based cricket video action categorization ("
